id,availability in one year,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,bathroom_count,bathroom_type,Total crime
53671893,197,North Seattle Casa - near Light Rail Station,Roosevelt,47.68477,-122.31478,Entire townhouse,Entire home/apt,8,1.5 baths,3.0,5.0,152.0,154,4.91,4.94,4.91,4.95,4.97,4.79,4.86,1.5,standard,11596.0
53673209,148,Backyard Oasis in Quirky Seattle Neighborhood,South Park,47.5238,-122.32764,Entire guesthouse,Entire home/apt,2,1 bath,1.0,2.0,90.0,27,5.0,5.0,5.0,5.0,5.0,4.96,5.0,1.0,standard,8367.0
53673580,261,Cozy Brand New 2B2B Space Needle View Pet Friendly,Minor,47.610527,-122.310715,Entire townhouse,Entire home/apt,4,2 baths,2.0,2.0,185.0,69,4.97,4.96,4.96,5.0,4.94,4.94,4.88,2.0,standard,17587.0
53675251,75,Bright 2-bedroom townhouse with office & roof deck,Columbia City,47.55509,-122.28358,Entire townhouse,Entire home/apt,4,2 baths,2.0,2.0,95.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,standard,19983.0
53675673,69,Spacious Two Story Unit with Spectacular PNW Yard,Fremont,47.66287,-122.35277,Entire condo,Entire home/apt,8,1.5 baths,3.0,4.0,226.0,18,4.83,4.67,4.83,4.94,5.0,4.94,4.72,1.5,standard,20441.0
53688454,337,Sunny Oasis in the Heart of Seattle! +Pool/Parking,Belltown,47.61514,-122.34926,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,129.0,59,4.76,4.86,4.81,4.86,4.93,4.86,4.64,1.0,standard,32555.0
53689614,20,2 Bedroom Queen Anne Condo,Lower Queen Anne,47.62691,-122.34792,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,141.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1.0,standard,24262.0
53690611,200,Well-equipped townhome near UW & Seattle Childrens,Windermere,47.672634,-122.26693,Entire townhouse,Entire home/apt,7,2 baths,3.0,4.0,201.0,43,4.95,4.93,4.98,4.98,5.0,4.81,4.91,2.0,standard,2284.0
53696561,174,"Belltown 1BR w/ Gym & Lounge, nr Waterfront",Belltown,47.614418,-122.341721,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,153.0,0,,,,,,,,1.0,standard,32555.0
53707413,18,BEAUTIFUL & STYLISH 2BED2BATH HOME IN MAPLE LEAF!!,Maple Leaf,47.69141,-122.30801,Entire home,Entire home/apt,5,2 baths,2.0,2.0,285.0,10,4.9,5.0,4.8,5.0,5.0,4.9,4.8,2.0,standard,11455.0
53717282,187,Spacious Cute Studio- Heart of Ballard/Seattle,Adams,47.66705,-122.37777,Entire townhouse,Entire home/apt,2,1 bath,1.0,1.0,103.0,122,4.9,4.95,4.95,4.95,4.96,4.93,4.78,1.0,standard,
53729372,321,Minutes to downtown Rainier View Wallingford (202),Fremont,47.65498,-122.34723,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,156.0,15,4.13,3.8,4.13,4.6,4.13,4.6,4.2,1.0,standard,20441.0
53735092,177,"3mins to Light Rail, PetFriendly, w/ internet & AC",South Beacon Hill,47.52653,-122.28131,Entire home,Entire home/apt,9,2.5 baths,3.0,5.0,145.0,53,4.87,4.92,4.94,4.94,5.0,4.74,4.83,2.5,standard,4934.0
53740692,1,Classic North Capitol Hill Craftsman Home,Montlake,47.63835,-122.31795,Entire home,Entire home/apt,7,3.5 baths,4.0,3.0,350.0,3,5.0,4.67,5.0,5.0,5.0,5.0,5.0,3.5,standard,4815.0
53749431,129,"E. Lake Studio w/ Pool & Gym, nr Space Needle",South Lake Union,47.63189,-122.32583,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,118.0,0,,,,,,,,1.0,standard,21756.0
53749519,338,"Belltown 1BR w/ Gym & Lounge, nr Waterfront",Belltown,47.614418,-122.341721,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,119.0,1,2.0,5.0,1.0,2.0,5.0,3.0,2.0,1.0,standard,32555.0
53759407,77,Townhouse in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 private bath,North Admiral,47.58075,-122.40181,Private room in townhouse,Private room,2,1 private bath,1.0,1.0,88.0,7,5.0,5.0,5.0,5.0,5.0,5.0,4.71,1.0,private,10308.0
53759600,147,"Walkers Paradise, PetFriendly w/ Dedicated Parking",Westlake,47.63061,-122.3432,Entire townhouse,Entire home/apt,7,3.5 baths,3.0,4.0,206.0,80,4.93,4.94,4.89,4.88,5.0,4.95,4.91,3.5,standard,5147.0
53760614,303,"Renovated 5bdr, train access to stadiums & airport",South Beacon Hill,47.52348,-122.28197,Entire home,Entire home/apt,10,2 baths,5.0,5.0,255.0,42,4.93,5.0,4.95,4.93,4.98,4.55,4.83,2.0,standard,4934.0
53770284,170,3 Bed Modern Townhome w/ city rooftop views,Minor,47.60374,-122.3158,Entire townhouse,Entire home/apt,8,2 baths,3.0,4.0,211.0,57,4.88,4.95,4.77,4.93,5.0,4.82,4.86,2.0,standard,17587.0
53785266,249,1-Bedroom Apartment Minutes from Downtown Seattle,Maple Leaf,47.69249,-122.30678,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,115.0,43,4.58,4.67,4.42,4.81,4.84,4.74,4.56,1.0,standard,11455.0
53793013,34,"Entire home 3brds, 2 baths-near lake & restaurants",Green Lake,47.68241,-122.32724,Entire home,Entire home/apt,5,2 baths,3.0,3.0,165.0,7,4.86,4.43,5.0,5.0,5.0,5.0,4.57,2.0,standard,13276.0
53795269,274,"Stylish&cozy home w/rooftop, space-needle view!",Broadway,47.62097,-122.31503,Entire townhouse,Entire home/apt,4,2 baths,2.0,2.0,171.0,112,4.98,4.98,4.96,4.99,5.0,4.96,4.88,2.0,standard,55097.0
53798999,211,Modern Luxe Apt. in Downtown Seattle,South Lake Union,47.619,-122.33842,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,156.0,4,5.0,4.75,4.75,5.0,5.0,4.75,4.75,1.0,standard,21756.0
53816437,177,"Relaxing, Cozy Private Suite in Amazing Location!",Mann,47.6144,-122.29656,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,75.0,46,4.59,4.46,4.67,4.8,4.78,4.78,4.54,1.0,standard,6567.0
53819403,86,UNIQUE! The Ritz Belltown: Funky Nouveau Studio,Belltown,47.61469,-122.34245,Entire condo,Entire home/apt,2,1 bath,0.0,1.0,178.0,59,4.51,4.69,4.66,4.88,4.83,4.86,4.44,1.0,standard,32555.0
53828562,2,One bedroom private guest suite in Greenlake,Green Lake,47.67646,-122.32242,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,99.0,10,5.0,5.0,5.0,4.9,5.0,5.0,4.9,1.0,standard,13276.0
53830637,6,"Charming Vintage Home, Perfect for remote work",South Park,47.52585,-122.3257,Entire home,Entire home/apt,5,2 baths,2.0,2.0,93.0,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,standard,8367.0
53832023,269,"""B House"" Modern West Seattle Townhome 2br/2bth",North Admiral,47.58117,-122.39214,Entire townhouse,Entire home/apt,5,2 baths,2.0,3.0,118.0,52,4.92,4.98,5.0,4.96,4.98,4.83,4.87,2.0,standard,10308.0
53834342,234,(Near Airport & Seattle) Queen Bed & Smart TV,Rainier Beach,47.507,-122.25677,Private room in home,Private room,2,1 private bath,1.0,1.0,45.0,25,4.76,4.72,4.72,4.92,4.8,4.68,4.6,1.0,private,7709.0
53834727,190,Cozy cottage in the city,Columbia City,47.54703,-122.27449,Entire guesthouse,Entire home/apt,3,1 bath,1.0,1.0,90.0,37,5.0,5.0,4.97,4.97,5.0,4.97,4.97,1.0,standard,19983.0
53845475,217,"Walkers Paradise! A/C in ALL BRs, Pet Friendly!",Minor,47.61177,-122.3167,Entire townhouse,Entire home/apt,6,2 baths,3.0,3.0,208.0,100,4.94,4.95,4.93,4.98,4.99,4.96,4.85,2.0,standard,17587.0
53846850,166,"Quiet, Charming 2 Bedroom Home in Madison Park",Madison Park,47.634281,-122.282082,Entire home,Entire home/apt,4,2.5 baths,2.0,2.0,205.0,50,4.96,4.98,4.88,4.96,5.0,4.98,4.78,2.5,standard,3496.0
53851843,14,Modern retreat near downtown Seattle,University District,47.6677,-122.32184,Entire home,Entire home/apt,6,2 baths,3.0,3.0,130.0,48,4.85,4.92,4.83,4.92,5.0,4.63,4.85,2.0,standard,31260.0
53852055,201,Trendy Capitol Hill City View Apartment,Broadway,47.62204,-122.32865,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,125.0,29,4.72,4.76,4.9,4.9,4.86,4.79,4.79,1.0,standard,55097.0
53876488,296,3 bedrooms home 6 miles from Downtown Seattle,Mid-Beacon Hill,47.55018,-122.29498,Entire home,Entire home/apt,6,2 baths,3.0,3.0,240.0,15,4.6,4.73,4.8,4.87,4.93,4.47,4.8,2.0,standard,11964.0
53878251,109,Brand New Renovation & fully solar powered AirBNB,Fairmount Park,47.55892,-122.38366,Entire home,Entire home/apt,4,1 bath,2.0,2.0,147.0,60,4.93,4.98,4.87,4.93,5.0,4.95,4.87,1.0,standard,6776.0
53879124,0,Condo in Seattle · ★4.83 · 1 bedroom · 2 beds · 1 bath,Belltown,47.61492,-122.33247,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,197.0,6,4.83,4.83,5.0,5.0,4.83,5.0,4.83,1.0,standard,32555.0
53879356,236,Charming & Stylish 1BR Guest Suite In Green Lake!,Greenwood,47.68738,-122.35656,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,78.0,42,4.88,4.98,4.9,5.0,5.0,4.95,4.83,1.0,standard,23785.0
53881175,186,"Walkscore 96! Parking, Rooftop Deck & Pet Friendly",Minor,47.61083,-122.31423,Entire townhouse,Entire home/apt,6,2 baths,2.0,3.0,185.0,89,4.9,4.97,4.74,4.98,4.94,4.93,4.76,2.0,standard,17587.0
53895356,283,"Modern 2br/1ba | 2mi to Downtown, Bars, and Food",North Beacon Hill,47.58256,-122.30813,Entire guest suite,Entire home/apt,6,1 bath,2.0,3.0,107.0,51,4.86,4.94,5.0,4.98,4.98,4.71,4.71,1.0,standard,22027.0
53905330,126,Luxurious & Cozy | 5★ Location ~ ♛Royal Beds,Southeast Magnolia,47.63453,-122.39263,Entire home,Entire home/apt,14,2 baths,5.0,8.0,270.0,48,5.0,4.98,4.98,4.98,4.98,4.98,4.88,2.0,standard,3717.0
53917635,78,"Downtown 1BR w/ Gym, Roof & W/D, nr Pike Pl Mkt",Central Business District,47.610598,-122.3398258,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,158.0,0,,,,,,,,1.0,standard,66011.0
53919043,284,StayAlki Townhouse/Parking/300 Wifi/Steps to Beach,Alki,47.57693,-122.4134,Entire townhouse,Entire home/apt,4,1.5 baths,2.0,2.0,314.0,28,4.93,4.96,5.0,4.96,5.0,4.93,4.89,1.5,standard,5324.0
53919716,187,Plush Townhome 2bd+BNS RM 10 min to Airprt & Dntwn,South Park,47.52624,-122.32671,Entire home,Entire home/apt,7,2 baths,2.0,5.0,118.0,43,4.95,4.98,4.81,5.0,5.0,4.77,4.84,2.0,standard,8367.0
53920070,270,Alki beach 2BR brkfst HS-WIFI AC  patio queen bds,Alki,47.575539,-122.415092,Entire home,Entire home/apt,4,1 bath,2.0,2.0,158.0,58,4.98,4.98,5.0,5.0,5.0,4.98,4.93,1.0,standard,5324.0
53927691,72,Cozy upstairs apartment w/ beautiful Seattle view,North Beacon Hill,47.58292,-122.3161,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,125.0,51,4.86,4.9,4.92,4.92,4.84,4.84,4.76,1.0,standard,22027.0
53936938,352,Kasa | Cozy Studio Near Pike Place | Seattle,Pike-Market,47.61036,-122.34293,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,170.0,49,4.43,4.57,4.63,4.61,4.63,4.71,4.31,1.0,standard,15598.0
53936958,330,Kasa | 1BD with Elliott Bay Views | Seattle,Belltown,47.61142,-122.34103,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,202.0,12,4.67,4.75,4.67,5.0,4.92,5.0,4.67,1.0,standard,32555.0
53941212,118,CapHill/Downtown Artist Condo in Amazing Location!,First Hill,47.61323,-122.32917,Entire condo,Entire home/apt,3,1 bath,1.0,2.0,132.0,57,4.95,4.95,4.95,4.95,5.0,4.88,4.82,1.0,standard,28704.0
53944176,14,Classic Capitol Hill Apartment Home,Broadway,47.61771,-122.32464,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,76.0,46,4.54,4.59,4.43,4.04,4.78,4.87,4.62,1.0,standard,55097.0
53949289,164,"E. Lake Studio w/ Pool & Gym, nr Space Needle",South Lake Union,47.63349,-122.32679,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,121.0,0,,,,,,,,1.0,standard,21756.0
53949365,193,"Belltown 1BR w/ Gym & Lounge, nr Waterfront",Belltown,47.614418,-122.341721,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,163.0,0,,,,,,,,1.0,standard,32555.0
53949438,156,"Downtown 1BR w/ Gym, Roof & W/D, nr Pike Pl Mkt",Central Business District,47.610598,-122.3398258,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,143.0,0,,,,,,,,1.0,standard,66011.0
53954033,163,New & Bright Studio in Capitol Hill,Broadway,47.62769,-122.31844,Entire condo,Entire home/apt,3,1 bath,0.0,2.0,150.0,82,4.93,4.94,4.93,5.0,4.98,4.93,4.76,1.0,standard,55097.0
53963912,122,"Downtown 2BR w/ Gym, Roof & W/D, nr Pike Pl Mkt",Central Business District,47.610598,-122.3398258,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,215.0,0,,,,,,,,2.0,standard,66011.0
53970407,114,Entire condominium in Belltown/Downtown Seattle,Belltown,47.61386,-122.34842,Entire condo,Entire home/apt,3,1 bath,1.0,1.0,139.0,73,4.81,4.89,4.88,4.89,4.99,4.9,4.7,1.0,standard,32555.0
53986150,33,Home in Seattle · 3 bedrooms · 3 beds · 1 bath,Ravenna,47.671586836631526,-122.30990163510089,Entire home,Entire home/apt,7,1 bath,3.0,3.0,124.0,0,,,,,,,,1.0,standard,12280.0
53991600,204,Seattle Luxury Townhouse w/ The Most Iconic Views,Eastlake,47.63743,-122.32525,Entire townhouse,Entire home/apt,4,2 baths,2.0,2.0,210.0,32,5.0,5.0,4.97,5.0,5.0,4.97,4.91,2.0,standard,6510.0
54013127,96,"SLU 2BR w/ W/D, Club Room & Gym, nr Light Rail",South Lake Union,47.62258,-122.33548,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,178.0,0,,,,,,,,2.0,standard,21756.0
54013196,144,"SLU 2BR w/ W/D, Club Room & Gym, nr Light Rail",South Lake Union,47.62258,-122.33548,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,202.0,0,,,,,,,,2.0,standard,21756.0
54016376,0,Cozy Central District 1 Bed/1.5 Bath,Minor,47.60957,-122.302933,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,79.0,5,4.6,5.0,5.0,5.0,4.8,5.0,4.8,1.5,standard,17587.0
54020893,184,Classic charming craftsman,Wallingford,47.66665,-122.32523,Entire home,Entire home/apt,6,2 baths,3.0,3.0,215.0,11,5.0,4.91,5.0,5.0,5.0,4.91,4.91,2.0,standard,19411.0
54021817,74,Trendy QueenAnne 2BD *rooftop deck* mins from DT,Interbay,47.62235,-122.36368,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,199.0,77,4.86,4.87,4.83,4.91,4.95,4.91,4.79,2.0,standard,4939.0
54033463,177,"Lovely 2BR Townhome, near UW & Burke-Gilman Trail",Bryant,47.66767,-122.28586,Entire townhouse,Entire home/apt,4,2.5 baths,2.0,2.0,164.0,18,4.94,4.83,4.94,4.94,4.83,4.94,4.61,2.5,standard,4345.0
54034953,210,Mint House Seattle: Studio Apartment,Pike-Market,47.610104,-122.340736,Entire serviced apartment,Entire home/apt,2,1 bath,0.0,1.0,165.0,280,4.68,4.64,4.81,4.7,4.76,4.79,4.6,1.0,standard,15598.0
54038699,36,Cozy apartment on Beacon Hill-near light rail,North Beacon Hill,47.58346,-122.30444,Entire home,Entire home/apt,3,1 bath,1.0,1.0,92.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,22027.0
54039014,84,Rain City Clay Hide-a-way,Arbor Heights,47.51451,-122.38558,Entire home,Entire home/apt,4,1 bath,2.0,2.0,99.0,24,4.96,5.0,5.0,5.0,5.0,4.88,4.88,1.0,standard,3191.0
54042908,97,*Belvidere Haus* Unique Tiny House in West Seattle,Genesee,47.5681,-122.37719,Tiny home,Entire home/apt,4,1 bath,1.0,3.0,125.0,58,5.0,4.98,5.0,5.0,5.0,4.95,4.93,1.0,standard,8808.0
54044862,221,"Capitol Hill Studio w/ Rooftop, Pet Area, nr bars",Broadway,47.6194563,-122.3191053,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,114.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,55097.0
54050221,5,"NEW! Seattle Townhome, Walk to Golden Gardens Park",North Beach/Blue Ridge,47.69135,-122.39241,Entire townhouse,Entire home/apt,8,2 baths,3.0,4.0,176.0,27,4.85,4.85,4.78,4.89,4.59,4.74,4.74,2.0,standard,2589.0
54055174,64,Lovely Downtown 1 bedroom Vacation Apartment,North Beacon Hill,47.58158,-122.31607,Entire vacation home,Entire home/apt,2,1 bath,1.0,1.0,95.0,65,4.18,4.37,4.4,4.43,4.2,4.37,4.18,1.0,standard,22027.0
54067023,59,Trendy Queen Anne 2BD *rooftop deck* 4min from DT,Lower Queen Anne,47.62236,-122.36199,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,171.0,70,4.83,4.89,4.83,4.84,4.94,4.87,4.79,2.0,standard,24262.0
54069990,195,"Magnolia Cozy 3bd retreat, perfect for family!",Southeast Magnolia,47.64772,-122.386,Entire townhouse,Entire home/apt,6,2.5 baths,3.0,3.0,170.0,73,4.92,4.93,4.93,4.99,5.0,4.85,4.77,2.5,standard,3717.0
54070059,0,Newly built Modern Dwelling near Everything,Highland Park,47.52157,-122.35088,Entire guesthouse,Entire home/apt,4,1 bath,2.0,2.0,100.0,6,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1.0,standard,8512.0
54085585,89,Townhouse in Seattle · 1 bedroom · 2 beds · 1.5 shared baths,Cedar Park,47.71880824239641,-122.29219838385754,Private room in townhouse,Private room,2,1.5 shared baths,1.0,2.0,50.0,0,,,,,,,,1.5,shared,9168.0
54092599,91,Escape to Italy-themed studio in downtown Seattle!,Belltown,47.61661,-122.34564,Entire condo,Entire home/apt,3,1 bath,0.0,2.0,101.0,31,4.94,4.9,5.0,4.9,4.94,4.84,4.94,1.0,standard,32555.0
54121098,209,Top of the Hill Lifestyle. Comfort & Convenience,Stevens,47.622173,-122.308182,Entire condo,Entire home/apt,3,1 bath,1.0,1.0,131.0,19,4.89,4.89,4.74,5.0,4.84,5.0,4.74,1.0,standard,12865.0
54121872,224,"Queen Anne, Rooftop w/Lake Views, Near SpaceNeedle",East Queen Anne,47.63963,-122.34336,Entire townhouse,Entire home/apt,12,3 baths,4.0,6.0,330.0,41,5.0,4.95,4.98,5.0,4.98,4.98,4.83,3.0,standard,10264.0
54126397,190,Newly Remodeled North Seattle home- Northgate Mall,Pinehurst,47.71713,-122.32366,Entire home,Entire home/apt,10,2.5 baths,3.0,8.0,104.0,11,4.27,4.27,4.27,4.64,4.18,4.36,4.18,2.5,standard,18905.0
54128002,183,Seattle City Skyline View w/ King Bed + Parking,Fremont,47.663372,-122.352074,Entire townhouse,Entire home/apt,7,2.5 baths,3.0,5.0,205.0,49,4.98,5.0,5.0,5.0,5.0,4.96,4.92,2.5,standard,20441.0
54129542,125,West Seattle Suite! No Service Fee! Free Parking!,Fairmount Park,47.54664,-122.3777,Entire guest suite,Entire home/apt,4,1 bath,2.0,3.0,127.0,129,4.97,4.98,5.0,4.92,4.98,4.91,4.93,1.0,standard,6776.0
54131555,39,Cozy Studio with Kitchenette and Laundry,Highland Park,47.52099,-122.34899,Entire guest suite,Entire home/apt,3,1 bath,0.0,1.0,67.0,54,4.94,4.96,4.96,4.98,4.96,4.8,4.87,1.0,standard,8512.0
54132278,9,Private bedroom/bath in a Townhouse in Greenwood,Broadview,47.71092,-122.35671,Private room in townhouse,Private room,2,1 private bath,1.0,1.0,79.0,36,4.81,4.86,4.75,4.97,4.97,4.81,4.81,1.0,private,5732.0
54140410,225,Cheerful 3-bedroom townhouse with free parking,Alki,47.57678,-122.41008,Entire townhouse,Entire home/apt,6,2.5 baths,3.0,6.0,350.0,23,4.83,4.87,4.96,4.83,5.0,4.96,4.74,2.5,standard,5324.0
54142920,244,Mint House Seattle: One Bedroom Apartment,Pike-Market,47.610104,-122.340736,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,218.0,39,4.56,4.67,4.77,4.59,4.79,4.92,4.38,1.0,standard,15598.0
54143037,158,Mint House Seattle: One Bedroom Apartment Plus,Pike-Market,47.610104,-122.340736,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,203.0,61,4.41,4.51,4.8,4.67,4.61,4.8,4.43,1.0,standard,15598.0
54149987,222,Modern guesthouse w/ mountain & ocean sunset views,Sunset Hill,47.67624,-122.40295,Entire guesthouse,Entire home/apt,5,1 bath,2.0,3.0,176.0,36,4.97,5.0,4.97,4.94,4.97,4.94,4.89,1.0,standard,4263.0
54151911,267,Gatsby feel within modern basement 1BR near water,Loyal Heights,47.67788,-122.38992,Entire home,Entire home/apt,2,1 bath,1.0,1.0,118.0,34,4.88,4.88,4.94,4.97,5.0,5.0,4.85,1.0,standard,5835.0
54161219,143,"N Seattle home -2 BDRM big kitchen,laundry,parking",Pinehurst,47.71735,-122.32413,Entire home,Entire home/apt,5,1.5 baths,2.0,3.0,70.0,24,4.29,4.13,4.33,4.58,4.33,4.33,4.13,1.5,standard,18905.0
54162902,65,Guesthouse in Seattle · 1 bedroom · 2 beds · 1 bath,Mann,47.61212039728965,-122.30255391226558,Entire guesthouse,Entire home/apt,4,1 bath,1.0,2.0,70.0,1,4.0,4.0,3.0,5.0,5.0,5.0,4.0,1.0,standard,6567.0
54166095,71,Comfy Big Room by UW with Free Parking & Fast Wifi,Wallingford,47.66455,-122.32376,Private room in bed and breakfast,Private room,2,1 shared bath,1.0,1.0,91.0,19,4.74,4.89,4.58,4.95,4.84,4.79,4.47,1.0,shared,19411.0
54166171,164,Centrally located apartment in Columbia City,Columbia City,47.558815,-122.282837,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,123.0,14,4.86,4.93,4.86,4.93,4.71,5.0,5.0,1.0,standard,19983.0
54166543,119,"Comfy Private Rm by UW, Free Parking & Fast Wifi",Wallingford,47.66649,-122.32557,Private room in bed and breakfast,Private room,2,1 shared bath,1.0,2.0,58.0,25,4.6,4.52,4.84,4.88,4.64,4.72,4.44,1.0,shared,19411.0
54166731,207,Modern & Brand New Townhome 10mins from Seattle U!,Minor,47.60966,-122.31102,Entire townhouse,Entire home/apt,6,2 baths,2.0,3.0,191.0,39,4.9,4.97,4.92,4.97,5.0,4.9,4.79,2.0,standard,17587.0
54167854,85,Overnight Mountain Co-living - Spacious - Room 1,Haller Lake,47.715092,-122.333008,Private room in home,Private room,1,1 shared bath,1.0,1.0,25.0,8,4.88,4.88,4.88,5.0,5.0,4.88,5.0,1.0,shared,19659.0
54174219,215,Perfectstays <Essentials suite>,Broadway,47.61411,-122.32067,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,158.0,58,4.91,4.93,4.97,4.86,4.93,4.81,4.81,1.0,standard,55097.0
54186986,161,Seattle 1b/1b with deck/Parking/internet/utilities,Maple Leaf,47.69616,-122.31717,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,95.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,11455.0
54187056,256,✨️Elegant City Suite✨️Cozy Rooftop ✨Greenlake & UW,Wallingford,47.66215,-122.33932,Entire condo,Entire home/apt,3,1 bath,1.0,1.0,134.0,37,4.92,4.97,4.97,4.89,5.0,4.95,4.78,1.0,standard,19411.0
54189915,151,"Mt. Baker 1BR w/ Gym & Rooftop, next to light rail",North Beacon Hill,47.5794979,-122.3005749,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,122.0,0,,,,,,,,1.0,standard,22027.0
54194622,345,*Antique Villa: Beautiful views from deck!,West Woodland,47.66375,-122.36824,Entire home,Entire home/apt,16,3 baths,6.0,8.0,619.0,0,,,,,,,,3.0,standard,15038.0
54195259,82,"Modern Townhome w Rooftop Deck & Parking, Sleeps 6",Minor,47.61019,-122.31532,Entire townhouse,Entire home/apt,6,2 baths,2.0,3.0,221.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,standard,17587.0
54197697,242,Adorable Studio Apartment for rent.,Columbia City,47.557178,-122.279205,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,113.0,33,4.85,4.88,4.79,4.97,4.94,4.88,4.79,1.0,standard,19983.0
54199286,323,"Spacious, Quiet U Village W/D (204)",University District,47.6644,-122.30473,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,115.0,13,4.31,4.23,4.15,4.46,4.62,4.77,4.38,1.0,standard,31260.0
54199945,80,"Modern Townhome w Rooftop Deck & Parking, Sleeps 4",Minor,47.61141,-122.31562,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,169.0,4,4.75,4.75,5.0,5.0,5.0,5.0,4.75,1.0,standard,17587.0
54200049,90,"Newly Constructed Studio Unit, close to Downtown",Minor,47.60978,-122.31554,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,109.0,3,4.67,4.33,4.67,4.0,5.0,4.67,4.0,1.0,standard,17587.0
54202246,7,NEW Stylish Home 1 min walk from light rail!,Brighton,47.53853,-122.28155,Entire townhouse,Entire home/apt,2,1 bath,1.0,1.0,125.0,13,4.92,5.0,4.92,5.0,5.0,4.85,4.92,1.0,standard,10813.0
54209514,167,Private guesthouse in the heart of Seattle,Wallingford,47.6559,-122.33121,Entire guesthouse,Entire home/apt,3,1 bath,1.0,2.0,131.0,68,4.96,4.96,4.97,4.99,4.99,4.96,4.87,1.0,standard,19411.0
54213743,90,Overnight Mountain Co-living - Spacious - Room 2,Haller Lake,47.715092,-122.333008,Private room in home,Private room,1,1 shared bath,1.0,1.0,40.0,9,5.0,5.0,4.67,5.0,5.0,4.33,4.67,1.0,shared,19659.0
54215064,101,Home in Seattle · 1 bedroom · 1 bed · 1 private bath,Haller Lake,47.715092,-122.333008,Private room in home,Private room,1,1 private bath,1.0,1.0,61.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,private,19659.0
54222105,164,Overnight Mountain Co-living - Spacious - Room 3,Haller Lake,47.715092,-122.333008,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,9,4.67,4.67,4.33,5.0,4.78,4.78,4.44,1.0,shared,19659.0
54223052,145,Overnight Mountain Co-living - Spacious - Room 8,Haller Lake,47.715092,-122.333008,Private room in home,Private room,1,1 shared bath,1.0,1.0,30.0,11,4.82,4.91,4.27,5.0,5.0,5.0,4.91,1.0,shared,19659.0
54223279,92,Overnight Mountain Co-living - Spacious - Room 9,Haller Lake,47.715092,-122.333008,Private room in home,Private room,1,1 shared bath,1.0,1.0,50.0,4,4.75,5.0,4.75,5.0,5.0,4.75,4.25,1.0,shared,19659.0
